product_id,license_number,license_year,chinese_name,english_name,dosage_form_raw,dosage_form_normalized,dosage_form_group,preparation_type,route_raw,route_normalized,oral_liquid_inclusion_evidence,indication_raw,indication_normalized,therapeutic_class,legal_category,license_status,license_expiry_date,applicant,manufacturer,source_id,verified_at
oral_liquid_00016,衛署藥製字第013469號,1977,"""久松""松安感冒液","SUNG AN Solution ""C.S.""",內服液劑,oral_solution,oral_solution,ready_to_use,詳如訪單,oral,"TFDA dosage form=內服液劑; approved use=詳如訪單; names=""久松""松安感冒液 / SUNG AN Solution ""C.S."". Inclusion uses dosage form and approved oral route, not indication alone.",緩解感冒之各種症狀（鼻塞、流鼻水、打噴嚏、喀痰、咽喉痛、咳嗽、畏寒、發燒、頭痛、關節痛、肌肉酸痛）。,緩解感冒之各種症狀（鼻塞、流鼻水、打噴嚏、喀痰、咽喉痛、咳嗽、畏寒、發燒、頭痛、關節痛、肌肉酸痛）。,antipyretic_analgesic; antihistamine,製　劑,active,2029/05/25,久松化學企業股份有限公司,久松化學企業股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00017,衛署藥製字第013486號,1977,"""正和""嗽快爽糖漿","THOKUSHON SYRUPS ""C.H.""",糖漿劑,syrup,syrup,ready_to_use,,oral,"TFDA dosage form=糖漿劑; approved use=; names=""正和""嗽快爽糖漿 / THOKUSHON SYRUPS ""C.H."". Inclusion uses dosage form and approved oral route, not indication alone.",緩解感冒之各種症狀（咳嗽、喀痰）。,緩解感冒之各種症狀（咳嗽、喀痰）。,cough,製　劑,active,2029/05/25,正和製藥股份有限公司新營廠,正和製藥股份有限公司新營廠,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00018,衛署藥製字第013489號,1977,"""瑞士""感冒糖漿",COLD SYRUP,糖漿劑,syrup,syrup,ready_to_use,,oral,"TFDA dosage form=糖漿劑; approved use=; names=""瑞士""感冒糖漿 / COLD SYRUP. Inclusion uses dosage form and approved oral route, not indication alone.",緩解感冒之各種症狀（流鼻水、鼻塞、打噴嚏、咽喉痛、咳嗽、喀痰、畏寒、發燒、頭痛、關節痛、肌肉酸痛）,緩解感冒之各種症狀（流鼻水、鼻塞、打噴嚏、咽喉痛、咳嗽、喀痰、畏寒、發燒、頭痛、關節痛、肌肉酸痛）,antipyretic_analgesic; antihistamine,製　劑,active,2029/05/25,瑞士藥廠股份有限公司,瑞士藥廠股份有限公司新市廠,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00019,衛署藥製字第013506號,1977,"""龍杏"" 克風安平液","KEFONANPEN SOLUTION ""L.S.""",內服液劑,oral_solution,oral_solution,ready_to_use,一日4次。成人每次8ml，12歲以上，適用成人劑量。,oral,"TFDA dosage form=內服液劑; approved use=一日4次。成人每次8ml，12歲以上，適用成人劑量。; names=""龍杏"" 克風安平液 / KEFONANPEN SOLUTION ""L.S."". Inclusion uses dosage form and approved oral route, not indication alone.",緩解感冒之各種症狀（咽喉痛、發燒、頭痛、關節痛、流鼻水、打噴嚏、鼻塞、咳嗽、咳痰、畏寒、肌肉酸痛）,緩解感冒之各種症狀（咽喉痛、發燒、頭痛、關節痛、流鼻水、打噴嚏、鼻塞、咳嗽、咳痰、畏寒、肌肉酸痛）,antipyretic_analgesic; antihistamine,製　劑,active,2024/05/25,龍杏生技製藥股份有限公司,龍杏生技製藥股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00020,衛署藥製字第013535號,1977,鎮咳糖漿（含可待因）,"ANTICOUGH SYRUP WITH CODEINE ""C.S.P.""",糖漿劑,syrup,syrup,ready_to_use,,oral,"TFDA dosage form=糖漿劑; approved use=; names=鎮咳糖漿（含可待因） / ANTICOUGH SYRUP WITH CODEINE ""C.S.P."". Inclusion uses dosage form and approved oral route, not indication alone.",鎮咳、袪痰（支氣管炎、咽喉炎、感冒引起之咳嗽、喀痰）,鎮咳、袪痰（支氣管炎、咽喉炎、感冒引起之咳嗽、喀痰）,antihistamine; cough,製　劑,active,2029/12/31,政德製藥股份有限公司,政德製藥股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00021,衛署藥製字第013588號,1977,脫嗽平液,"TUOSOUPEN SOLUTION ""L.S.""",內服液劑,oral_solution,oral_solution,ready_to_use,一日3次。成人每次10ml，12歲以上，適用成人劑量；9歲以上未滿12歲，適用成人劑量之1/2；6歲以上未滿9歲，適用成人劑量之1/3；未滿6歲之兒童，請洽醫師診治，不宜自行使用。,oral,"TFDA dosage form=內服液劑; approved use=一日3次。成人每次10ml，12歲以上，適用成人劑量；9歲以上未滿12歲，適用成人劑量之1/2；6歲以上未滿9歲，適用成人劑量之1/3；未滿6歲之兒童，請洽醫師診治，不宜自行使用。; names=脫嗽平液 / TUOSOUPEN SOLUTION ""L.S."". Inclusion uses dosage form and approved oral route, not indication alone.",緩解感冒之各種症狀(咳嗽及喀痰）,緩解感冒之各種症狀(咳嗽及喀痰）,cough,製　劑,active,2028/05/25,龍杏生技製藥股份有限公司,龍杏生技製藥股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00022,衛署藥製字第034223號,1991,"""國嘉""安布索液3毫克/毫升","""Kojar"" Ambroxol Solution 3mg/mL",內服液劑,oral_solution,oral_solution,ready_to_use,,oral,"TFDA dosage form=內服液劑; approved use=; names=""國嘉""安布索液3毫克/毫升 / ""Kojar"" Ambroxol Solution 3mg/mL. Inclusion uses dosage form and approved oral route, not indication alone.",袪痰,袪痰,expectorant_mucolytic,製　劑,active,2031/08/09,國嘉製藥工業股份有限公司幼獅三廠,國嘉製藥工業股份有限公司幼獅三廠,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00023,衛署藥製字第034297號,1991,百士感冒液,PEACE COMMON COLD SOLUTION,內服液劑,oral_solution,oral_solution,ready_to_use,,oral,"TFDA dosage form=內服液劑; approved use=; names=百士感冒液 / PEACE COMMON COLD SOLUTION. Inclusion uses dosage form and approved oral route, not indication alone.",感冒諸症狀（流鼻水、鼻塞、打噴嚏、咽喉痛、喀痰、畏寒、發燒、頭痛、關節痛、肌肉痛等）。,感冒諸症狀（流鼻水、鼻塞、打噴嚏、咽喉痛、喀痰、畏寒、發燒、頭痛、關節痛、肌肉痛等）。,antipyretic_analgesic; antihistamine; expectorant_mucolytic,製　劑,active,2029/05/25,愛肝生物科技股份有限公司,龍杏生技製藥股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00024,衛署藥製字第034299號,1991,愛肝口服液,LOVE LIVER ORAL SOLUTION,內服液劑,oral_solution,oral_solution,ready_to_use,,oral,"TFDA dosage form=內服液劑; approved use=; names=愛肝口服液 / LOVE LIVER ORAL SOLUTION. Inclusion uses dosage form and approved oral route, not indication alone.",消除疲勞、增強體力、營養補給、維護肝臟正常功能,消除疲勞、增強體力、營養補給、維護肝臟正常功能,other,製　劑,active,2028/05/25,愛肝生物科技股份有限公司,龍杏生技製藥股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00025,衛署藥製字第034303號,1991,“陽生”理風寧感冒液,LII HON NING COLD SOLUTION “Y.S.”,內服液劑,oral_solution,oral_solution,ready_to_use,12歲以上飯後服用，一日3至4次，每次10ml; 6歲以上未滿12歲，適用成人劑量之1/2; 3歲以上未滿6歲，適用成人劑量之1/4; 3歲以下，請洽醫師診治，不宜自行使用。,oral,"TFDA dosage form=內服液劑; approved use=12歲以上飯後服用，一日3至4次，每次10ml; 6歲以上未滿12歲，適用成人劑量之1/2; 3歲以上未滿6歲，適用成人劑量之1/4; 3歲以下，請洽醫師診治，不宜自行使用。; names=“陽生”理風寧感冒液 / LII HON NING COLD SOLUTION “Y.S.”. Inclusion uses dosage form and approved oral route, not indication alone.",緩解感冒之各種症狀（流鼻水、鼻塞、打噴嚏、咽喉痛、咳嗽、喀痰、畏寒、發燒、頭痛、關節痛、肌肉酸痛）。,緩解感冒之各種症狀（流鼻水、鼻塞、打噴嚏、咽喉痛、咳嗽、喀痰、畏寒、發燒、頭痛、關節痛、肌肉酸痛）。,antipyretic_analgesic; antihistamine; cough,製　劑,active,2026/09/05,台灣陽生製藥工業股份有限公司,臺灣陽生製藥工業股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00026,衛署藥製字第034305號,2011,"""明通""治痛單液","CHYR TONG DAN SOLUTION ""MIN TONG""",內服液劑,oral_solution,oral_solution,ready_to_use,一日4次。成人每次8ml，12歲以上適用成人劑量；12歲以下兒童不建議使用。,oral,"TFDA dosage form=內服液劑; approved use=一日4次。成人每次8ml，12歲以上適用成人劑量；12歲以下兒童不建議使用。; names=""明通""治痛單液 / CHYR TONG DAN SOLUTION ""MIN TONG"". Inclusion uses dosage form and approved oral route, not indication alone.",緩解感冒之各種症狀(流鼻水、鼻塞、打噴嚏、咽喉痛、咳嗽、喀痰、畏寒、發燒、頭痛、關節痛、肌肉酸痛)。,緩解感冒之各種症狀(流鼻水、鼻塞、打噴嚏、咽喉痛、咳嗽、喀痰、畏寒、發燒、頭痛、關節痛、肌肉酸痛)。,antipyretic_analgesic; antihistamine,製　劑,active,2026/09/05,明通化學製藥股份有限公司第二廠,明通化學製藥股份有限公司第二廠,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00027,衛署藥製字第034309號,1991,感痛能液,COMCOD SOLUTION,內服液劑,oral_solution,oral_solution,ready_to_use,,oral,"TFDA dosage form=內服液劑; approved use=; names=感痛能液 / COMCOD SOLUTION. Inclusion uses dosage form and approved oral route, not indication alone.",緩解感冒之各種症狀（咽喉痛、發燒、頭痛、關節痛、肌肉痛、流鼻水、鼻塞、打噴嚏）,緩解感冒之各種症狀（咽喉痛、發燒、頭痛、關節痛、肌肉痛、流鼻水、鼻塞、打噴嚏）,antipyretic_analgesic; antihistamine,製　劑,active,2031/09/05,意欣國際有限公司,台灣陽生製藥工業股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00028,衛署藥製字第034543號,1991,咳熱康液,"SAUZE KON SOLUTION ""H.S.""",內服液劑,oral_solution,oral_solution,ready_to_use,,oral,"TFDA dosage form=內服液劑; approved use=; names=咳熱康液 / SAUZE KON SOLUTION ""H.S."". Inclusion uses dosage form and approved oral route, not indication alone.",感冒諸症狀（流鼻水、鼻塞、打噴嚏、咽喉痛、咳嗽、喀痰、發熱、頭痛）之緩解。,感冒諸症狀（流鼻水、鼻塞、打噴嚏、咽喉痛、咳嗽、喀痰、發熱、頭痛）之緩解。,antipyretic_analgesic; antihistamine; cough; expectorant_mucolytic,製　劑,active,2026/11/06,黃氏製藥股份有限公司,黃氏製藥股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00029,衛署藥製字第034546號,1991,賜適感冒液,"HSIAS COLD SOLUTION ""H.S.""",內服液劑,oral_solution,oral_solution,ready_to_use,,oral,"TFDA dosage form=內服液劑; approved use=; names=賜適感冒液 / HSIAS COLD SOLUTION ""H.S."". Inclusion uses dosage form and approved oral route, not indication alone.",感冒諸症狀（流鼻水、鼻塞、打噴嚏、咽喉痛、咳嗽、喀痰、發熱、頭痛）之緩解。,感冒諸症狀（流鼻水、鼻塞、打噴嚏、咽喉痛、咳嗽、喀痰、發熱、頭痛）之緩解。,antipyretic_analgesic; antihistamine; expectorant_mucolytic,製　劑,active,2026/11/06,黃氏製藥股份有限公司,黃氏製藥股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00030,衛署藥製字第039609號,1995,"""華盛頓""喜洛敏糖漿０．４公絲/公撮（塞浦希）","CYPROMINE SYRUP 0.4MG/ML (CYPROHEPTADINE) ""W.P.""",糖漿劑,syrup,syrup,ready_to_use,,oral,"TFDA dosage form=糖漿劑; approved use=; names=""華盛頓""喜洛敏糖漿０．４公絲/公撮（塞浦希） / CYPROMINE SYRUP 0.4MG/ML (CYPROHEPTADINE) ""W.P."". Inclusion uses dosage form and approved oral route, not indication alone.",皮膚疾患引起之瘙癢（濕疹、皮膚炎、皮膚瘙癢症、藥物過敏反應）、枯草熱、蕁麻疹、過敏性鼻炎、血管運動性鼻炎、感冒上氣管炎引起之咳嗽、鼻涕．,皮膚疾患引起之瘙癢（濕疹、皮膚炎、皮膚瘙癢症、藥物過敏反應）、枯草熱、蕁麻疹、過敏性鼻炎、血管運動性鼻炎、感冒上氣管炎引起之咳嗽、鼻涕．,other,製　劑,active,2030/12/08,華盛頓製藥廠股份有限公司,華盛頓製藥廠股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00031,衛署藥製字第039639號,1995,"""人人""格利西力糖漿20公絲/公撮","GLYCERYL GUAIACOLATE SYRUP 20MG/ML ""GCPC""",糖漿劑,syrup,syrup,ready_to_use,,oral,"TFDA dosage form=糖漿劑; approved use=; names=""人人""格利西力糖漿20公絲/公撮 / GLYCERYL GUAIACOLATE SYRUP 20MG/ML ""GCPC"". Inclusion uses dosage form and approved oral route, not indication alone.",袪痰。,袪痰。,other,製　劑,active,2030/05/01,人人化學製藥股份有限公司,人人化學製藥股份有限公司中壢廠,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00032,衛署藥製字第039645號,1995,"""人人""諾恩熱痛糖漿","NAPHENAL SYRUP ""GCPC""",糖漿劑,syrup,syrup,ready_to_use,成人每次7ml，一天3-4次。12歲以上，適用成人劑量。9歲以上未滿12歲，適用成人劑量之1/2。6歲以上未滿9歲，適用成人劑量之1/3。未滿6歲之兒童，請洽醫師診治，不宜自行使用。,oral,"TFDA dosage form=糖漿劑; approved use=成人每次7ml，一天3-4次。12歲以上，適用成人劑量。9歲以上未滿12歲，適用成人劑量之1/2。6歲以上未滿9歲，適用成人劑量之1/3。未滿6歲之兒童，請洽醫師診治，不宜自行使用。; names=""人人""諾恩熱痛糖漿 / NAPHENAL SYRUP ""GCPC"". Inclusion uses dosage form and approved oral route, not indication alone.",緩解感冒之各種症狀(咽喉痛、畏寒、發燒、頭痛、關節痛、肌肉酸痛、流鼻水、鼻塞、打噴嚏、咳嗽)。,緩解感冒之各種症狀(咽喉痛、畏寒、發燒、頭痛、關節痛、肌肉酸痛、流鼻水、鼻塞、打噴嚏、咳嗽)。,antipyretic_analgesic; antihistamine; cough,製　劑,active,2030/05/01,人人化學製藥股份有限公司,人人化學製藥股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00033,衛署藥製字第039701號,1996,"""杏輝""樂多糖漿666毫克/毫升（拉特樂斯）","LACTUL SYRUP 666MG/ML (LACTULOSE) ""SINPHAR""",糖漿劑,syrup,syrup,ready_to_use,,oral,"TFDA dosage form=糖漿劑; approved use=; names=""杏輝""樂多糖漿666毫克/毫升（拉特樂斯） / LACTUL SYRUP 666MG/ML (LACTULOSE) ""SINPHAR"". Inclusion uses dosage form and approved oral route, not indication alone.",患病期慢性便秘、門系肝腦病變、肝昏迷前期、肝昏迷,患病期慢性便秘、門系肝腦病變、肝昏迷前期、肝昏迷,laxative,製　劑,active,2031/06/27,杏輝藥品工業股份有限公司,杏輝藥品工業股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00034,衛署藥製字第039707號,1996,信喘定液0.2毫克/毫升,SYNTIFEN SOLUTION 0.2MG/ML,內服液劑,oral_solution,oral_solution,ready_to_use,,oral,"TFDA dosage form=內服液劑; approved use=; names=信喘定液0.2毫克/毫升 / SYNTIFEN SOLUTION 0.2MG/ML. Inclusion uses dosage form and approved oral route, not indication alone.",支氣管性氣喘、過敏性支氣管炎、與軟草熱有關之氣喘症狀、預防及治療過敏性鼻炎、過敏性皮膚反應,支氣管性氣喘、過敏性支氣管炎、與軟草熱有關之氣喘症狀、預防及治療過敏性鼻炎、過敏性皮膚反應,other,製　劑,active,2031/01/11,健喬信元醫藥生技股份有限公司,健康化學製藥股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
