review_id,license_number,chinese_name,english_name,dosage_form_raw,route_raw,review_type,reason,recommended_action,source_id,verified_at
review_00864,衛署藥輸字第009313號,胃加芬液,GASTROGRAFIN,液劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_00908,衛署藥輸字第022368號,富鐵好滴劑,FERRUM HAUSMANN DROPS,滴劑,新增早產兒、哺乳婦、孕婦用法用量。,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_00935,內衛藥製字第004065號,保使命,POSUMIN,液劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_00941,內衛藥製字第004726號,"""紐約""複方甘草合劑（不含鴉片）",BROWN MIXTRUE WITHOUT OPIUM,液劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_00955,內衛藥製字第005081號,"""應元""蓖麻子油","OLEUM RICINI ""Y.Y.""",液劑,成人(15歲以上)一次20ml，12歲以上~15歲以下一次13ml，12歲以下請洽醫師診治。不分年齡，皆以一日一次為限，建議空腹使用，搭配足量開水。若覺口感不佳，可併服果汁或碳酸飲料。,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_00969,內衛藥製字第007520號,規那通利達液,QUINA TONLITA LIQUID,液劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01015,衛部藥製字第060593號,允消寧膚蚊蟲止癢液,Winsolve Cozhapy Itch Solution,溶液劑,請詳見仿單,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01026,衛部藥製字第060858號,保順液,"Lactulose smile solution ""FS""",液劑,請詳見仿單,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01036,衛部藥輸字第028756號,美豐 高濃度微粒懸液劑,Megex-I ES suspension,懸液劑,詳見仿單,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01083,衛署成製字第036968號,"""艾力特""聖碘擦洗液7.5%(普維酮-碘)","POVIDONE IODINE SOLUTION 7.5% ""ELT""",液劑,以棉球沾之塗於患部,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01084,衛署成輸字第000002號,德國百靈油,CHINA-OEL,溶液劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01142,衛署藥製字第021794號,"""生達""普治胃懸浮液","POLYGEL SUSPENSION ""STANDARD""",懸浮液,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01158,衛署藥製字第057735號,"""成杏""安固胃懸浮液20毫克/毫升","Ancowi Suspension 20mg/ml ""Chen Sing""",懸液劑,請詳閱說明書,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01181,內衛藥製字第012651號,"""明通""桂皮酊","TINCTURA CINNAMOMUM ""MIN TONG""",液劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01182,內衛藥製字第012652號,"""明通""芳香酊","TINCTURA AROMATICA ""MIN TONG""",液劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01195,內衛藥製字第013816號,"""明通"" 辣椒酊","TINCTURA CAPSICI ""MIN TONG""",液劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01230,衛部藥輸字第026917號,胃舒靈懸浮液,Trigel suspension,懸液劑,請詳見仿單,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01364,衛署藥製字第038499號,好乖小兒滴劑,"GOOD BABY DROPS ""C.J.""",滴劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01392,衛署藥輸字第024737號,3M 保濕乾洗手液,3M Avagard D,乳劑,如仿單。,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01527,衛部藥輸字第026575號,護那酷涼液,New Una Kowa Cool,溶液劑,詳如說明書,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01555,衛署藥製字第010082號,"""華興""樂膚能液","REFULEN LIQUID ""H.S.""",液劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01560,衛署藥製字第010292號,必去蝨藥用懸液劑,DELICE MEDICAL HAIR SUSPENSION 1.0%,懸液劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01566,衛署藥製字第019722號,"""杏輝""金碘擦洗液75毫克/毫升（普維酮-碘）","SINDINE SURGICAL SCRUB 75 mg/ml ""SINPHAR"" (POVIDONE-IODINE)",溶液劑,1.外科手術前醫護人員之消毒：倒5 c.c.本劑於潤濕之手掌上，不添加水徹底地刷洗約五分鐘，需要時使用刷子刷之。然後加少量水，使產生更多泡沫，最後用清水沖淨。再用5 c.c.本劑同法刷洗一次即可。 2.手術前病患之消毒：手術處剃乾淨後，用水濕潤，倒入適量本劑，徹底刷洗約五分鐘，用沾有水之消毒紗布拭淨。,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01616,衛署藥製字第040170號,"""紐約""複方甘草合劑",MISTURA GLYCYRRHIZAE COMPOSITA (BROWN MIXTURE WITH OPIUM),液劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01618,衛署藥製字第040186號,"""晟德""寧佳息懸液５０公絲/公撮（那利敵新）","NEGCID SUSPENSION 50MG/ML""CENTER"" (NALIDIXIC ACID)",懸液劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01679,衛署藥製字第043436號,"""信東""伊普寧懸液劑20毫克/毫升",IBULIN SUSPENSION 20MG/ML (IBUPROFEN),懸液劑,詳如仿單,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01697,衛署藥製字第044827號,"""應元"" 柔淨液","ZOLCHIN LIQUID ""Y.Y""",液劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01716,衛署藥製字第057942號,"""明仁""甘草止咳液","Glycyrrhizine Antitussive Liquid ""Benzene""",液劑,一日三次，每次2~10毫升。,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01853,衛署藥製字第023816號,“同安”感冒液,"COLD LIQUID ""TONG  AN""",液劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01860,衛署藥製字第023926號,"""晟德"" 寧咳液","LIN COUGH LIQ ""CENTER""",液劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01917,衛署藥製字第039090號,"""永勝"" 胃寶懸乳液","WELLPAUL SUSPENSION ""EVEREST""",懸液劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01953,衛署藥製字第039485號,"""約克""醫普痛懸液20毫克/毫升（伊普）","Iputon Suspension 20mg/ml ""Y.K.""",懸液劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_01965,衛署藥製字第043604號,”華盛頓”免疼液,"Meton Solution ""W.P.""",液劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_02155,衛署藥製字第035366號,"""成大""換胃好懸浮液20毫克/毫升","FUNWIHU SUSPENSION 20MG/ML (CIMETIDINE) ""CHEN TA""",懸液劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_02213,衛署藥製字第046753號,風邪寧液,FONSEILIN SOLUTION,液劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_02352,衛署藥製字第005662號,喜滿佳懸浮液,SIMAGAL SUSPENSION,懸液劑,每天3~4次，每次5~10ml。,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_02459,衛署藥製字第036847號,”長安”傷口消毒液(普維酮-碘),Disinfectant Solution “C.A.”(Povidone-iodine),液劑,以棉球沾之塗於患部,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_02469,衛署藥製字第038736號,享寧滴劑9.6毫克/毫升(銀杏葉類黃酮配糖體),SCHNIN DROPS 9.6 MG/ML (GINKGOFLAVON GLYCOSIDE),滴劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_02473,衛署藥製字第038769號,尚知己風熱友液,SHANG CHIH CHI HONZEYU SOLUTION,液劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_02505,衛署藥製字第048631號,適胃潰懸液40毫克/毫升 (希美替定),Shyh Wey Kuey Suspension 40mg/ml (Cimetidine),懸液劑,詳見仿單,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_02512,衛署藥製字第048643號,伊普 熱痛懸液20毫克/毫升,Ibuprofen-FP Suspension 20mg/ml,懸液劑,詳如仿單,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_02669,衛署藥製字第020879號,哈樂寧滴劑,"HALOLIUM DROPS ""ROYAL""",滴劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_02755,衛署藥製字第041234號,"""正和"" 依不炎懸浮液２０公絲/公撮（異布洛芬）","IBUFEN SUSPENSION 20MG/ML ""C.H."" (IBUPROFEN)",懸液劑,詳如仿單,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_02783,衛署藥製字第048907號,"""黃氏"" 妙舒安液","Epirenin Solution ""H.S.""",液劑,詳見仿單。,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_02803,衛署藥製字第049891號,益適順液,Laxus Liquid,液劑,如仿單,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_02982,衛署藥製字第033975號,傷風寧液,SAN FONG LEN SOLUTION,液劑,一日4次。成人每次10ml，12歲以上，適用成人劑量。,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_02983,衛署藥製字第033980號,漁人感冒液,FISHERMAN CATCHCOLD SOLUTION,液劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_03051,衛署藥製字第048483號,"""黃氏"" 服炎液劑","Fuene Solution ""H.S.""",液劑,詳如仿單,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_03108,衛署藥輸字第025643號,日方胃乳,MAC CURE,懸液劑,請詳見仿單,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_03116,衛署藥輸字第025716號,悠斯晶愛止癢劑,Yuskin I Lotion,乳劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_03121,衛部藥輸字第027063號,胺舒靈懸浮液,LICURE SUSPENSION,懸液劑,請詳閱仿單。,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_03159,衛署成製字第006636號,"""晟德"" 應安藥液","YINGAN SOLUTION ""CENTER""",液劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_03163,衛署藥製字第000137號,"""華盛頓"" 複方甘草合劑液（不含阿片）",BROWN MIXTURE LIQUID (WITHOUT OPIUM),液劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_03291,衛署藥製字第033386號,服胃樂懸乳液,"FWU WEY ZUEH SUSPENSION ""CHINTENG""",懸液劑,一日3~4次，每次9ML。12歲以上，適用成人劑量之1/2。3歲以上未滿六歲，適用成人劑量之1/4。3歲以下之嬰幼兒，請洽醫師診治，不宜自行使用。,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_03305,衛署藥製字第034650號,"""美西""喜胃兒２０毫克/毫升懸液劑（希每得定）","SHEWELL 20MG/ML SUSENSION ""MEY SEE""(CIMETIDINE)",懸液劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_03435,衛部藥製字第058347號,喉立順噴液劑0.2毫克/毫升,Holisoon Spray Solution 0.2mg/mL,溶液劑,詳如仿單,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
review_03537,衛署藥製字第031356號,康痊喜懸浮液２０公絲/公撮（希每得定）,CONTRACID SUSPENSION 20MG/ML (CIMETIDINE),懸液劑,,inclusion,"MR-C01: Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Keep unresolved; do not include in formal data or statistics without stronger official structured evidence.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
