product_id,license_number,chinese_name,substance_id,raw_name,strength_raw,normalization_status,parsing_rule,confidence,reason,source_id
oral_liquid_00299,衛署藥製字第044808號,熱必解感冒液,sub_tfda_1212001813,DL-METHYLEPHEDRINE HCL,DL-METHYLEPHEDRINE HCL 0.500000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00299,衛署藥製字第044808號,熱必解感冒液,sub_tfda_4800002800,POTASSIUM GUAIACOLSULFONATE,POTASSIUM GUAIACOLSULFONATE 2.500000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00299,衛署藥製字第044808號,熱必解感冒液,sub_tfda_2820000450,CAFFEINE ANHYDROUS,CAFFEINE ANHYDROUS 1.250000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00314,衛署藥製字第015659號,賜福力欣糖漿用顆粒,sub_tfda_0812301300,CEPHALEXIN,EACH GM CONTAINS: CEPHALEXIN (POTENCY) 100 MG,unresolved,reconstitution_context_missing,low,Official detail retained; parser did not infer beyond rule reconstitution_context_missing.,tfda_open_data_info43_cached_20260711
oral_liquid_00335,衛署藥製字第039435號,康胃寧懸浮液40毫克/毫升,sub_tfda_5640000500,CIMETIDINE,EACH ML CONTAINS : CIMETIDINE 40 MG,unresolved,reconstitution_context_missing,low,Official detail retained; parser did not infer beyond rule reconstitution_context_missing.,tfda_open_data_info43_cached_20260711
oral_liquid_00346,衛署藥製字第045379號,必百欣口服糖漿用粉劑 31.25 公絲／公撮,sub_tfda_0812600270,AMOXICILLIN (AS TRIHYDATE),AMOXICILLIN (AS TRIHYDATE) (POTENCY) MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00346,衛署藥製字第045379號,必百欣口服糖漿用粉劑 31.25 公絲／公撮,sub_tfda_4410000400,CLAVULANIC ACID,CLAVULANIC ACID (POTENCY) MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00356,衛部罕藥輸字第000075號,服脊立口服溶液用粉劑0.75毫克/毫升,sub_tfda_5236004000,risdiplam,Each bottle contains: risdiplam 60.000000 MG,unresolved,reconstitution_context_missing,low,Official detail retained; parser did not infer beyond rule reconstitution_context_missing.,tfda_open_data_info43_cached_20260711
oral_liquid_00375,衛署藥製字第046934號,嗽通糖漿,sub_tfda_4800001010,DEXTROMETHORPHAN HBR,香檳口味 DEXTROMETHORPHAN HBR 1.000000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00375,衛署藥製字第046934號,嗽通糖漿,sub_tfda_4800001420,GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN),香檳口味 GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN) 5.000000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00375,衛署藥製字第046934號,嗽通糖漿,sub_tfda_1212002310,PHENYLEPHRINE HCL,香檳口味 PHENYLEPHRINE HCL 1.000000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00375,衛署藥製字第046934號,嗽通糖漿,sub_tfda_0400000810,CHLORPHENIRAMINE MALEATE,香檳口味 CHLORPHENIRAMINE MALEATE 0.200000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00380,衛部藥輸字第028172號,舒腹寧 口服懸液用粉劑,sub_tfda_9200050500,DIOCTAHEDRAL SMECTITE,DIOCTAHEDRAL SMECTITE 3.000000 GM,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00380,衛部藥輸字第028172號,舒腹寧 口服懸液用粉劑,sub_tfda_9200050500,DIOCTAHEDRAL SMECTITE,DIOCTAHEDRAL SMECTITE 0.300000 GM,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00407,衛署藥製字第029862號,"""合強"" 風熱友液",sub_tfda_4800001420,GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN),EACH ML CONTAINS: GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN) 2.490000,unresolved,unsupported_numerator_unit,low,Official detail retained; parser did not infer beyond rule unsupported_numerator_unit.,tfda_open_data_info43_cached_20260711
oral_liquid_00427,衛署藥製字第048659號,易而善加強感冒液,sub_tfda_4800002800,POTASSIUM GUAIACOLSULFONATE,Each ml contains: POTASSIUM GUAIACOLSULFONATE 3.000000,unresolved,unsupported_numerator_unit,low,Official detail retained; parser did not infer beyond rule unsupported_numerator_unit.,tfda_open_data_info43_cached_20260711
oral_liquid_00427,衛署藥製字第048659號,易而善加強感冒液,sub_tfda_2820000450,CAFFEINE ANHYDROUS,Each ml contains: CAFFEINE ANHYDROUS 1.500000,unresolved,unsupported_numerator_unit,low,Official detail retained; parser did not infer beyond rule unsupported_numerator_unit.,tfda_open_data_info43_cached_20260711
oral_liquid_00450,衛署藥製字第025784號,感熱痛液,sub_tfda_0400000810,CHLORPHENIRAMINE MALEATE,草莓口味 CHLORPHENIRAMINE MALEATE 0.12 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00450,衛署藥製字第025784號,感熱痛液,sub_tfda_1212001813,DL-METHYLEPHEDRINE HCL,草莓口味 DL-METHYLEPHEDRINE HCL 0.495 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00450,衛署藥製字第025784號,感熱痛液,sub_tfda_2820000450,CAFFEINE ANHYDROUS,草莓口味 CAFFEINE ANHYDROUS 1.5 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00450,衛署藥製字第025784號,感熱痛液,sub_tfda_2808000100,ACETAMINOPHEN (EQ TO PARACETAMOL),草莓口味 ACETAMINOPHEN (EQ TO PARACETAMOL) 15 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00450,衛署藥製字第025784號,感熱痛液,sub_tfda_4800001420,GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN),草莓口味 GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN) 2.49 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00450,衛署藥製字第025784號,感熱痛液,sub_tfda_9200004401,GLYCYRRHIZA EXTRACT,草莓口味 GLYCYRRHIZA EXTRACT 6 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00479,衛部藥製字第058967號,釋磷善口服懸液用粉劑,sub_tfda_9200050620,ANHYDROUS SEVELAMER CARBONATE,Each Sachet contains: ANHYDROUS SEVELAMER CARBONATE Sevelamer Carbonate (Dispensed on dried basis) MG,unresolved,reconstitution_context_missing,low,Official detail retained; parser did not infer beyond rule reconstitution_context_missing.,tfda_open_data_info43_cached_20260711
oral_liquid_00545,衛署藥製字第034946號,信立克糖漿用顆粒２５０公絲（賜福力欣）〝信東〞,sub_tfda_0812391350,CEPHALEXIN (MONOHYDRATE),EACH GM CONTAINS: CEPHALEXIN (MONOHYDRATE) (POTENCY)250.0 MG,unresolved,reconstitution_context_missing,low,Official detail retained; parser did not infer beyond rule reconstitution_context_missing.,tfda_open_data_info43_cached_20260711
oral_liquid_00604,衛署藥製字第044034號,雙合黴素糖漿用粉劑62.5公絲/公撮,sub_tfda_0812600200,AMOXICILLIN,EACH ML CONTAINS: AMOXICILLIN 50 MG,unresolved,reconstitution_context_missing,low,Official detail retained; parser did not infer beyond rule reconstitution_context_missing.,tfda_open_data_info43_cached_20260711
oral_liquid_00604,衛署藥製字第044034號,雙合黴素糖漿用粉劑62.5公絲/公撮,sub_tfda_4410000400,CLAVULANIC ACID,EACH ML CONTAINS: CLAVULANIC ACID 12.5 MG,unresolved,reconstitution_context_missing,low,Official detail retained; parser did not infer beyond rule reconstitution_context_missing.,tfda_open_data_info43_cached_20260711
oral_liquid_00612,衛部藥製字第061863號,“國嘉” 威特糖漿 10毫克/毫升,sub_tfda_2812002300,Lacosamide,Lacosamide 10.000000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00613,衛部藥輸字第028710號,利控鉀口服懸液用粉劑5克,sub_tfda_V03AE10000,Sodium Zirconium Cyclosilicate,Each sachet (5g) contains: Sodium Zirconium Cyclosilicate 5.000000 GM,unresolved,reconstitution_context_missing,low,Official detail retained; parser did not infer beyond rule reconstitution_context_missing.,tfda_open_data_info43_cached_20260711
oral_liquid_00614,衛部藥輸字第028711號,利控鉀口服懸液用粉劑10克,sub_tfda_V03AE10000,Sodium Zirconium Cyclosilicate,Each sachet (10g) contains: Sodium Zirconium Cyclosilicate 10.000000 GM,unresolved,reconstitution_context_missing,low,Official detail retained; parser did not infer beyond rule reconstitution_context_missing.,tfda_open_data_info43_cached_20260711
oral_liquid_00615,衛部藥輸字第028723號,必抗癲口服溶液用粉劑500毫克,sub_tfda_4410000500,VIGABATRIN,VIGABATRIN 500.000000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00648,衛署藥製字第041479號,"""羅得"" 咳安內服液",sub_tfda_0400000610,CARBINOXAMINE MALEATE,EACH ML CONTAINS: CARBINOXAMINE MALEATE 93.750000 MCG/MG (=UG/MG),unresolved,unsupported_numerator_unit,low,Official detail retained; parser did not infer beyond rule unsupported_numerator_unit.,tfda_open_data_info43_cached_20260711
oral_liquid_00648,衛署藥製字第041479號,"""羅得"" 咳安內服液",sub_tfda_4800002410,NOSCAPINE HCL,EACH ML CONTAINS: NOSCAPINE HCL 750.000000 MCG/MG (=UG/MG),unresolved,unsupported_numerator_unit,low,Official detail retained; parser did not infer beyond rule unsupported_numerator_unit.,tfda_open_data_info43_cached_20260711
oral_liquid_00648,衛署藥製字第041479號,"""羅得"" 咳安內服液",sub_tfda_1212001813,DL-METHYLEPHEDRINE HCL,EACH ML CONTAINS: DL-METHYLEPHEDRINE HCL 500.000000 MCG/MG (=UG/MG),unresolved,unsupported_numerator_unit,low,Official detail retained; parser did not infer beyond rule unsupported_numerator_unit.,tfda_open_data_info43_cached_20260711
oral_liquid_00664,衛署藥輸字第023349號,舒腹達口服懸液用粉劑,sub_tfda_9200050500,DIOCTAHEDRAL SMECTITE,EACH SACHET CONTAINS: DIOCTAHEDRAL SMECTITE 3.000000 G/L,unresolved,unsupported_numerator_unit,low,Official detail retained; parser did not infer beyond rule unsupported_numerator_unit.,tfda_open_data_info43_cached_20260711
oral_liquid_00665,衛署藥輸字第023462號,腹樂疏口服懸液用粉劑,sub_tfda_8424121900,POLYETHYLENE GLYCOL 4000,POLYETHYLENE GLYCOL 4000 10.000000 GM,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00678,衛署藥製字第027295號,整你腸糖漿用顆粒,sub_tfda_8404000315,ETHACRIDINE LACTATE MONOHYDRATE (ACRINOL),EACH 5ML CONTAINS: ETHACRIDINE LACTATE MONOHYDRATE (ACRINOL) 40 MG,unresolved,reconstitution_context_missing,low,Official detail retained; parser did not infer beyond rule reconstitution_context_missing.,tfda_open_data_info43_cached_20260711
oral_liquid_00678,衛署藥製字第027295號,整你腸糖漿用顆粒,sub_tfda_0804000230,BERBERINE TANNATE,EACH 5ML CONTAINS: BERBERINE TANNATE 57 MG,unresolved,reconstitution_context_missing,low,Official detail retained; parser did not infer beyond rule reconstitution_context_missing.,tfda_open_data_info43_cached_20260711
oral_liquid_00697,衛部藥輸字第028384號,腹樂輕4g口服溶液用粉劑,sub_tfda_8424124700,MACROGOL 4000,Each sachet contains: MACROGOL 4000 4.000000 GM,unresolved,reconstitution_context_missing,low,Official detail retained; parser did not infer beyond rule reconstitution_context_missing.,tfda_open_data_info43_cached_20260711
oral_liquid_00720,衛署藥製字第030965號,"""永信""多福黴素糖漿用顆粒（西華卓西）",sub_tfda_0812309250,CEFADROXIL (MONOHYDRATE),EACH 10ML CONTAINS: CEFADROXIL (MONOHYDRATE) 250 MG,unresolved,reconstitution_context_missing,low,Official detail retained; parser did not infer beyond rule reconstitution_context_missing.,tfda_open_data_info43_cached_20260711
oral_liquid_00805,衛署藥製字第028469號,"""長安""捷康感冒液",sub_tfda_2808000100,ACETAMINOPHEN (EQ TO PARACETAMOL),NO.2 ACETAMINOPHEN (EQ TO PARACETAMOL) 15.000000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00805,衛署藥製字第028469號,"""長安""捷康感冒液",sub_tfda_0400000810,CHLORPHENIRAMINE MALEATE,NO.2 CHLORPHENIRAMINE MALEATE 0.120000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00805,衛署藥製字第028469號,"""長安""捷康感冒液",sub_tfda_4800000510,CARBETAPENTANE CITRATE (eq to Pentoxyverine Citrate),NO.2 CARBETAPENTANE CITRATE (eq to Pentoxyverine Citrate) 0.480000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00805,衛署藥製字第028469號,"""長安""捷康感冒液",sub_tfda_1212001813,DL-METHYLEPHEDRINE HCL,NO.2 DL-METHYLEPHEDRINE HCL 0.480000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00805,衛署藥製字第028469號,"""長安""捷康感冒液",sub_tfda_4800002800,POTASSIUM GUAIACOLSULFONATE,NO.2 POTASSIUM GUAIACOLSULFONATE 3.000000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00805,衛署藥製字第028469號,"""長安""捷康感冒液",sub_tfda_2820000450,CAFFEINE ANHYDROUS,NO.2 CAFFEINE ANHYDROUS 1.800000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00809,衛署藥製字第041469號,傷得風友液,sub_tfda_2808000100,ACETAMINOPHEN (EQ TO PARACETAMOL),桂皮口味 ACETAMINOPHEN (EQ TO PARACETAMOL) 15.000000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00809,衛署藥製字第041469號,傷得風友液,sub_tfda_0400000810,CHLORPHENIRAMINE MALEATE,桂皮口味 CHLORPHENIRAMINE MALEATE 0.120000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00809,衛署藥製字第041469號,傷得風友液,sub_tfda_1212001803,METHYLEPHEDRINE DL-,桂皮口味 METHYLEPHEDRINE DL- 0.480000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00809,衛署藥製字第041469號,傷得風友液,sub_tfda_4800002800,POTASSIUM GUAIACOLSULFONATE,桂皮口味 POTASSIUM GUAIACOLSULFONATE 3.000000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00809,衛署藥製字第041469號,傷得風友液,sub_tfda_2820000450,CAFFEINE ANHYDROUS,桂皮口味 CAFFEINE ANHYDROUS 1.800000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00809,衛署藥製字第041469號,傷得風友液,sub_tfda_4800000510,CARBETAPENTANE CITRATE (eq to Pentoxyverine Citrate),桂皮口味 CARBETAPENTANE CITRATE (eq to Pentoxyverine Citrate) 0.480000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00811,衛署藥製字第045350號,"""大裕"" 三支雨傘標友露安液",sub_tfda_2808000100,ACETAMINOPHEN (EQ TO PARACETAMOL),新增薄荷口味處方 ACETAMINOPHEN (EQ TO PARACETAMOL) 15.000000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00811,衛署藥製字第045350號,"""大裕"" 三支雨傘標友露安液",sub_tfda_1212001813,DL-METHYLEPHEDRINE HCL,新增薄荷口味處方 DL-METHYLEPHEDRINE HCL 0.480000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00811,衛署藥製字第045350號,"""大裕"" 三支雨傘標友露安液",sub_tfda_0400000810,CHLORPHENIRAMINE MALEATE,新增薄荷口味處方 CHLORPHENIRAMINE MALEATE 0.120000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00811,衛署藥製字第045350號,"""大裕"" 三支雨傘標友露安液",sub_tfda_4800002800,POTASSIUM GUAIACOLSULFONATE,新增薄荷口味處方 POTASSIUM GUAIACOLSULFONATE 3.000000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00811,衛署藥製字第045350號,"""大裕"" 三支雨傘標友露安液",sub_tfda_2820000450,CAFFEINE ANHYDROUS,新增薄荷口味處方 CAFFEINE ANHYDROUS 1.500000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00837,衛署藥輸字第025733號,磷減樂口服懸液用粉劑,sub_tfda_9200050620,ANHYDROUS SEVELAMER CARBONATE,Each sachet contains: ANHYDROUS SEVELAMER CARBONATE 800.000000 MG,unresolved,reconstitution_context_missing,low,Official detail retained; parser did not infer beyond rule reconstitution_context_missing.,tfda_open_data_info43_cached_20260711
oral_liquid_00837,衛署藥輸字第025733號,磷減樂口服懸液用粉劑,sub_tfda_9200050620,ANHYDROUS SEVELAMER CARBONATE,Each sachet contains: ANHYDROUS SEVELAMER CARBONATE 2400.000000 MG,unresolved,reconstitution_context_missing,low,Official detail retained; parser did not infer beyond rule reconstitution_context_missing.,tfda_open_data_info43_cached_20260711
oral_liquid_00856,衛署藥製字第041575號,治咳安液,sub_tfda_4800000510,CARBETAPENTANE CITRATE (eq to Pentoxyverine Citrate),. CARBETAPENTANE CITRATE (eq to Pentoxyverine Citrate) 1.5 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00856,衛署藥製字第041575號,治咳安液,sub_tfda_4800001420,GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN),. GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN) 10 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00870,衛署藥製字第045468號,咳辛糖漿,sub_tfda_2808800110,CODEINE PHOSPHATE,CODEINE PHOSPHATE 0.480000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00870,衛署藥製字第045468號,咳辛糖漿,sub_tfda_4800000310,BROMHEXINE HCL,BROMHEXINE HCL 0.200000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00870,衛署藥製字第045468號,咳辛糖漿,sub_tfda_1212001813,DL-METHYLEPHEDRINE HCL,DL-METHYLEPHEDRINE HCL 0.800000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00870,衛署藥製字第045468號,咳辛糖漿,sub_tfda_0400000810,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE 0.200000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00870,衛署藥製字第045468號,咳辛糖漿,sub_tfda_2820000450,CAFFEINE ANHYDROUS,CAFFEINE ANHYDROUS 1.000000 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00885,衛署藥製字第044198號,嗽穩好　糖漿,sub_tfda_2808800110,CODEINE PHOSPHATE,水果口味 CODEINE PHOSPHATE 0.9 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00885,衛署藥製字第044198號,嗽穩好　糖漿,sub_tfda_1212002310,PHENYLEPHRINE HCL,水果口味 PHENYLEPHRINE HCL 2 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00885,衛署藥製字第044198號,嗽穩好　糖漿,sub_tfda_4004000200,AMMONIUM CHLORIDE,水果口味 AMMONIUM CHLORIDE 20 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00885,衛署藥製字第044198號,嗽穩好　糖漿,sub_tfda_4800001420,GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN),水果口味 GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN) 10 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00885,衛署藥製字第044198號,嗽穩好　糖漿,sub_tfda_0400000810,CHLORPHENIRAMINE MALEATE,水果口味 CHLORPHENIRAMINE MALEATE 0.4 MG,unresolved,denominator_not_identified,low,Official detail retained; parser did not infer beyond rule denominator_not_identified.,tfda_open_data_info43_cached_20260711
oral_liquid_00886,衛署藥輸字第022447號,安滅菌糖漿用粉劑457毫克/5毫升,sub_tfda_0812609250,AMOXICILLIN (TRIHYDRATE),EACH 5ML CONTAINS: AMOXICILLIN (TRIHYDRATE) 459.170000 MG,unresolved,reconstitution_context_missing,low,Official detail retained; parser did not infer beyond rule reconstitution_context_missing.,tfda_open_data_info43_cached_20260711
oral_liquid_00886,衛署藥輸字第022447號,安滅菌糖漿用粉劑457毫克/5毫升,sub_tfda_4410000410,CLAVULANATE POTASSIUM,EACH 5ML CONTAINS: CLAVULANATE POTASSIUM 67.900000 MG,unresolved,reconstitution_context_missing,low,Official detail retained; parser did not infer beyond rule reconstitution_context_missing.,tfda_open_data_info43_cached_20260711
