level_1,level_2,product_count,formula_count,official_phrase_variant_count,top_official_phrases,top_herbs_from_inferred_parent,classification_scope
消化,便秘,900,30,76,大便秘結 (422) | 便秘 (147) | 腹脹便秘 (51) | 人壯便秘 (37) | 腹滿便秘 (27) | 心煩便秘 (25) | 便秘尿赤 (24) | 便秘痔痛 (19) | 小便秘澀 (17) | 體實性便秘 (17) | 大便秘濇 (14) | 大小便秘 (12),黃芩 (717) | 大黃 (675) | 當歸 (385) | 山梔子 (377) | 甘草 (283) | 防風 (263) | 黃連 (257) | 白芍 (250) | 生薑 (239) | 芒硝 (219) | 薄荷 (194) | 連翹 (191) | 白朮 (189) | 枳實 (185) | 黃柏 (174) | 生地黃 (159) | 桔梗 (156) | 荊芥 (153) | 川芎 (149) | 麻黃 (147),official indication phrase only; formula association is inferred-parent level
全身／虛損,疲勞／倦怠,875,35,73,神困體倦 (137) | 勞倦 (124) | 肢體倦怠 (121) | 疲勞體弱 (79) | 神疲體倦 (59) | 食少體倦 (50) | 血虛勞倦 (46) | 氣短倦怠 (31) | 四肢倦怠 (30) | 疲勞 (22) | 疲勞倦怠 (21) | 發熱倦怠 (21),當歸 (602) | 白朮 (475) | 人參 (443) | 炙甘草 (405) | 白芍 (388) | 黃耆 (370) | 生薑 (341) | 大棗 (341) | 熟地黃 (306) | 川芎 (304) | 茯苓 (299) | 柴胡 (207) | 陳皮 (157) | 升麻 (144) | 肉桂 (102) | 甘草 (84) | 薄荷 (78) | 乾薑 (74) | 木香 (56) | 遠志 (54),official indication phrase only; formula association is inferred-parent level
疼痛／筋骨／外傷,肩背／肢體疼痛,857,23,58,筋骨痠痛 (218) | 風濕筋痛 (101) | 手足肩背及寒濕 (68) | 手足肩背及寒濕疼痛之敷貼 (65) | 筋骨無力 (38) | 手足肩背及寒濕疼痛之敷擦 (33) | 筋骨萎軟 (30) | 肢體痠痛 (30) | 寒濕及手足肩背疼痛之敷貼 (24) | 筋骨疼痛 (20) | 筋骨酸痛 (20) | 筋骨痛 (16),炙甘草 (116) | 當歸 (111) | 大黃 (109) | 芒硝 (107) | 茯苓 (99) | 甘草 (84) | 防風 (76) | 川芎 (70) | 羌活 (65) | 知母 (62) | 熟地黃 (61) | 人參 (60) | 補骨脂 (51) | 菟絲子 (50) | 獨活 (45) | 懷牛膝 (42) | 生薑 (42) | 製何首烏 (41) | 枸杞子 (41) | 白朮 (37),official indication phrase only; formula association is inferred-parent level
疼痛／筋骨／外傷,關節／風濕疼痛,824,30,66,"風濕痛 (194) | 骨節疼痛 (134) | 風濕筋痛 (101) | 風濕遍身痠痛 (87) | 風濕 (82) | 風濕痠痛 (44) | 風濕遍身疼痛 (20) | 風濕身痛發熱 (15) | 風濕浸淫血脈之瘡疥搔癢,及風熱隱症 (12) | 驅風濕 (11) | 風濕痹證 (11) | 風濕骨痛 (10)",川芎 (266) | 白芷 (162) | 甘草 (162) | 蒼朮 (157) | 炙甘草 (155) | 桂枝 (151) | 羌活 (145) | 當歸 (129) | 黃柏 (127) | 防風 (126) | 神麴 (120) | 桃仁 (120) | 白芍 (119) | 天南星 (119) | 威靈仙 (119) | 防己 (119) | 紅花 (119) | 龍膽 (119) | 大黃 (110) | 芒硝 (105),official indication phrase only; formula association is inferred-parent level
其他明確症狀,消渴／口渴,791,39,55,消渴 (176) | 舌燥喉痛 (145) | 口渴 (93) | 舌燥咽痛 (73) | 消渴症 (71) | 口渴心煩 (39) | 消渴多飲 (36) | 頭痛口渴 (33) | 口渴多汗 (32) | 自汗口渴 (26) | 乾嘔少氣口渴 (24) | 煩熱口渴 (23),茯苓 (527) | 澤瀉 (432) | 熟地黃 (422) | 山藥 (399) | 牡丹皮 (397) | 山茱萸 (396) | 甘草 (251) | 人參 (238) | 麥門冬 (229) | 葛根 (145) | 黃柏 (121) | 炙甘草 (118) | 栝樓根 (117) | 烏梅 (113) | 生黃耆 (113) | 炙黃耆 (113) | 連翹 (110) | 薄荷 (106) | 知母 (105) | 桔梗 (85),official indication phrase only; formula association is inferred-parent level
消化,腹痛,665,45,72,腹痛 (138) | 肚痛腹脹 (91) | 腰痠腹痛 (53) | 腹痛泄瀉 (41) | 經來腹痛 (40) | 產後瘀血腹痛 (39) | 脘腹疼痛 (27) | 腸鳴腹痛 (19) | 腹痛吐瀉 (18) | 嘔吐腹痛 (16) | 裏急腹痛 (15) | 經行腹痛 (14),白芍 (253) | 當歸 (222) | 川芎 (200) | 炙甘草 (148) | 陳皮 (137) | 茯苓 (117) | 熟地黃 (110) | 生薑 (109) | 白朮 (100) | 大棗 (93) | 延胡索 (90) | 甘草 (78) | 黃芩 (74) | 肉桂 (69) | 厚朴 (65) | 生地黃 (63) | 乾薑 (58) | 香附 (56) | 杜仲 (55) | 小茴香 (55),official indication phrase only; formula association is inferred-parent level
眼耳鼻喉,耳鳴／耳聾,648,27,38,耳鳴耳聾 (158) | 耳鳴 (130) | 耳腫疼痛 (129) | 頭暈耳鳴 (74) | 腰痛耳鳴 (73) | 眼花耳聾 (43) | 嗌乾耳聾 (28) | 腰痠耳鳴 (26) | 耳鳴眼花 (24) | 治風熱耳腫疼痛 (24) | 耳聾耳腫 (16) | 耳聾 (11),澤瀉 (481) | 當歸 (379) | 甘草 (377) | 黃芩 (352) | 柴胡 (340) | 山梔子 (314) | 生地黃 (289) | 龍膽 (285) | 木通 (283) | 車前子 (283) | 熟地黃 (235) | 茯苓 (231) | 山藥 (195) | 山茱萸 (193) | 牡丹皮 (192) | 白芍 (176) | 肉桂 (122) | 黃柏 (112) | 川芎 (96) | 炮附子 (92),official indication phrase only; formula association is inferred-parent level
全身／虛損,盜汗／自汗,591,23,51,"體虛盜汗 (144) | 自汗 (107) | 盜汗 (98) | 自汗盜汗 (49) | 盜汗虛煩 (32) | 自汗口渴 (26) | 盜汗口乾 (20) | 盜汗咳嗽 (18) | 表虛自汗 (17) | 潮熱盜汗 (14) | 腎虛,遺精,盜汗,腰痠耳鳴,四肢倦怠 (9) | 骨蒸盜汗 (5)",熟地黃 (325) | 茯苓 (290) | 山藥 (278) | 大棗 (275) | 山茱萸 (263) | 五味子 (191) | 澤瀉 (158) | 遠志 (150) | 牛膝 (148) | 楮實 (148) | 杜仲 (148) | 巴戟天 (148) | 肉蓯蓉 (148) | 小茴香 (148) | 石菖蒲 (148) | 枸杞子 (148) | 牡丹皮 (131) | 生薑 (127) | 黃耆 (110) | 炙甘草 (102),official indication phrase only; formula association is inferred-parent level
睡眠／精神,焦慮／心悸,570,26,50,神志不寧 (153) | 健忘怔忡 (140) | 心悸失眠 (99) | 怔忡不寧 (69) | 心悸 (63) | 驚悸不寧 (47) | 心神不寧 (35) | 怔忡 (18) | 睡臥不寧 (18) | 心悸亢進 (16) | 眩暈心悸 (15) | 煩躁不寧 (14),當歸 (496) | 茯苓 (248) | 牡丹皮 (241) | 炙甘草 (237) | 黃連 (219) | 白朮 (206) | 生地黃 (198) | 升麻 (163) | 人參 (158) | 甘草 (154) | 生薑 (148) | 桔梗 (145) | 木香 (144) | 大棗 (140) | 白芍 (133) | 山梔子 (133) | 遠志 (124) | 酸棗仁 (111) | 柴胡 (108) | 黃耆 (107),official indication phrase only; formula association is inferred-parent level
呼吸／感冒,感冒,568,41,87,"感冒 (141) | 感冒頭痛 (106) | 感冒初期引起之鼻塞不通 (63) | 感冒風寒 (29) | 感冒咳嗽 (28) | 體虛感冒 (26) | 傷風 (21) | 產後勞傷風寒 (13) | 感冒初期之頭痛 (12) | 傷風咳嗽 (11) | 傷風感冒 (10) | 感冒初期引起之鼻塞不通,鼻流清涕 (8)",甘草 (314) | 生薑 (241) | 川芎 (220) | 白芷 (186) | 升麻 (156) | 桔梗 (152) | 炙甘草 (147) | 半夏 (146) | 細辛 (146) | 紫蘇葉 (145) | 大棗 (139) | 葛根 (135) | 防風 (132) | 茯苓 (127) | 麻黃 (118) | 陳皮 (118) | 前胡 (104) | 枳殼 (100) | 辛夷 (91) | 藁本 (91),official indication phrase only; formula association is inferred-parent level
呼吸／感冒,咽喉痛／聲音沙啞,563,16,39,舌燥喉痛 (145) | 喉痛聲啞 (101) | 舌燥咽痛 (73) | 失音 (68) | 口臭咽痛 (41) | 喉痛 (32) | 咳嗽咽痛 (31) | 眼痛咽痛 (25) | 聲啞 (23) | 咽喉痛 (17) | 咽痛 (16) | 治濕溫喉阻咽痛 (13),熟地黃 (292) | 桔梗 (269) | 茯苓 (267) | 薄荷 (262) | 連翹 (254) | 甘草 (249) | 山茱萸 (239) | 山藥 (239) | 澤瀉 (239) | 牡丹皮 (238) | 川芎 (201) | 大黃 (193) | 砂仁 (162) | 訶子 (162) | 兒茶 (162) | 黃柏 (110) | 黃芩 (90) | 知母 (79) | 荊芥 (68) | 生薑 (65),official indication phrase only; formula association is inferred-parent level
婦科,月經不調,550,24,22,"月經不調 (368) | 經水不調 (68) | 月經不順 (63) | 婦人月經不調 (26) | 婦女月經不調 (4) | 心脾兩虛,氣血不足,心悸,不眠,食少體倦,月經不調 (3) | 心悸者之下列症狀:月經不順 (2) | 手足易冰冷者之下列諸症:月經不順 (2) | 月經不調,妊娠腹痛,腰痠痛,頭暈,腰腳冷感 (1) | 氣血兩虛引起之食少無力,月經不調,赤白帶下 (1) | 月經不順或過多 (1) | 氣血乖亂,經水不調,崩漏帶多 (1)",當歸 (510) | 白芍 (440) | 川芎 (317) | 茯苓 (265) | 白朮 (257) | 炙甘草 (202) | 熟地黃 (185) | 柴胡 (143) | 薄荷 (125) | 牡丹皮 (92) | 山梔子 (84) | 煨薑/生薑 (80) | 人參 (73) | 生薑 (71) | 澤瀉 (68) | 大棗 (65) | 黃芩 (60) | 生地黃 (57) | 陳皮 (56) | 香附 (55),official indication phrase only; formula association is inferred-parent level
眼耳鼻喉,眼睛乾澀／視力不清,520,10,32,視物不清 (269) | 治視物不清 (163) | 目澀多淚 (131) | 眼睛澀痛 (111) | 迎風流淚 (111) | 目翳遮睛 (89) | 目赤腫痛 (21) | 頭昏目赤 (11) | 致目赤頭痛 (9) | 目赤睛痛 (5) | 上焦有熱致目赤 (5) | 目翳 (5),熟地黃 (658) | 茯苓 (646) | 山茱萸 (645) | 山藥 (645) | 牡丹皮 (645) | 澤瀉 (645) | 枸杞子 (621) | 甘菊花 (621) | 黃芩 (65) | 大黃 (43) | 連翹 (29) | 山梔子 (29) | 黃連 (25) | 生地黃 (22) | 甘草 (21) | 薄荷 (20) | 芒硝 (20) | 當歸 (19) | 防風 (17) | 川芎 (17),official indication phrase only; formula association is inferred-parent level
呼吸／感冒,鼻塞／鼻炎,491,18,60,鼻塞 (184) | 感冒初期引起之鼻塞不通 (63) | 頭暈鼻塞 (61) | 鼻炎 (58) | 肥厚性鼻炎 (53) | 鼻淵(鼻流濁涕不止) (29) | 頭痛鼻塞 (26) | 鼻塞聲重 (24) | 咳嗽鼻塞 (20) | 流鼻水 (18) | 慢性鼻炎 (15) | 鼻塞不通 (10),甘草 (350) | 白芷 (304) | 川芎 (289) | 辛夷 (249) | 防風 (217) | 細辛 (215) | 生薑 (209) | 升麻 (205) | 薄荷 (173) | 藁本 (145) | 木通 (145) | 茶葉 (145) | 大棗 (141) | 麻黃 (139) | 葛根 (131) | 炙甘草 (110) | 羌活 (102) | 白芍 (91) | 桂枝 (83) | 蔥白 (77),official indication phrase only; formula association is inferred-parent level
泌尿／腎,小便不利／澀痛,458,21,20,"小便不利 (278) | 小便澀滯 (147) | 尿澀作痛 (9) | 腎虛性之小便澀數 (4) | 小便不利及濕痹 (3) | 小便澀帶 (2) | 腰膝痠重,小便不利 (2) | 暑濕身熱,心煩口渴,小便不利 (1) | 大小便不利 (1) | 肝經濕熱所引起之脇痛口苦,耳聾耳腫,小便澀滯 (1) | 腎陽不足,腰膝痠重,小便不利 (1) | 飲酒太過,嘔吐痰逆,頭痛心煩,胸膈痞塞,小便不利,大便泄瀉 (1)",澤瀉 (339) | 車前子 (245) | 甘草 (209) | 茯苓 (201) | 柴胡 (172) | 生地黃 (155) | 木通 (155) | 山梔子 (152) | 黃芩 (151) | 當歸 (151) | 龍膽 (150) | 白朮 (104) | 山茱萸 (99) | 山藥 (99) | 炮附子 (96) | 熟地黃 (95) | 牡丹皮 (95) | 肉桂 (95) | 牛膝 (95) | 豬苓 (91),official indication phrase only; formula association is inferred-parent level
消化,腹脹／胃脹,450,22,51,肚痛腹脹 (91) | 腹脹便秘 (51) | 腹脹噯氣 (37) | 脘腹脹滿 (36) | 脹滿不適 (26) | 胸膈脹滿 (25) | 脘腹脹痛 (22) | 胸悶腹脹 (21) | 腹脹少食 (16) | 心腹脹痛 (15) | 脹滿 (14) | 食積脹滿 (12),生薑 (188) | 陳皮 (144) | 大棗 (121) | 半夏 (118) | 甘草 (117) | 茯苓 (116) | 炙甘草 (109) | 白朮 (97) | 蒼朮 (91) | 黃芩 (84) | 柴胡 (74) | 厚朴 (71) | 大黃 (62) | 白芍 (54) | 人參 (53) | 木香 (52) | 砂仁 (52) | 枳實 (51) | 川芎 (46) | 薄荷 (33),official indication phrase only; formula association is inferred-parent level
泌尿／腎,遺精／滑精,398,11,23,"遺精尿濁 (145) | 滑精 (115) | 遺精 (68) | 遺精淋濁 (28) | 腎虛,遺精,盜汗,腰痠耳鳴,四肢倦怠 (9) | 遺精白濁 (8) | 濕熱性遺精 (5) | 遺尿滑精 (3) | 晨寒肢冷或陽萎遺精或腰膝軟弱 (3) | 無夢遺精 (2) | 遺精益汗 (2) | 脾胃虛寒,血氣羸乏,體虛盜汗,遺精尿濁 (1)",茯苓 (274) | 遠志 (226) | 熟地黃 (169) | 山藥 (164) | 山茱萸 (163) | 龍骨 (161) | 五味子 (149) | 牛膝 (148) | 楮實 (148) | 杜仲 (148) | 巴戟天 (148) | 肉蓯蓉 (148) | 小茴香 (148) | 石菖蒲 (148) | 枸杞子 (148) | 大棗 (148) | 人參 (109) | 龜板 (84) | 沙苑蒺藜 (83) | 芡實 (83),official indication phrase only; formula association is inferred-parent level
皮膚／外科,瘡瘍／腫毒,372,23,71,瘡瘍腫毒 (95) | 鬢疽初起 (24) | 癰疽發背 (20) | 內癰膿從便出 (20) | 瘡瘍氣血俱虛 (20) | 乳癰 (16) | 癰疽 (16) | 肺癰 (16) | 癰瘍 (13) | 無名腫毒 (13) | 腸癰 (11) | 癰疽及癭瘤 (8),川芎 (187) | 當歸 (185) | 桔梗 (179) | 甘草 (178) | 白芍 (169) | 大黃 (161) | 黃芩 (151) | 山梔子 (148) | 防風 (131) | 連翹 (130) | 芒硝 (125) | 白朮 (123) | 生薑 (108) | 薄荷 (106) | 荊芥 (102) | 麻黃 (98) | 石膏 (98) | 滑石 (98) | 蔥白 (98) | 人參 (61),official indication phrase only; formula association is inferred-parent level
睡眠／精神,健忘／精神恍惚,362,19,22,"健忘怔忡 (140) | 精神恍惚 (119) | 健忘 (95) | 神經衰弱 (46) | 多夢健忘 (16) | 怔忡健忘 (7) | 健忘恍惚 (2) | 驚悸健忘 (2) | 健忘怔仲 (2) | 神經衰弱(健忘症) (1) | 健忘怔忡,口舌生瘡 (1) | 視神經衰弱 (1)",當歸 (284) | 茯苓 (217) | 人參 (211) | 遠志 (207) | 龍骨 (179) | 桑螵蛸 (178) | 菖蒲 (178) | 龜板 (178) | 黃連 (72) | 牡丹皮 (67) | 生地黃 (66) | 升麻 (63) | 甘草 (61) | 桔梗 (59) | 炙甘草 (46) | 大棗 (45) | 生薑 (43) | 黃耆 (35) | 白朮 (34) | 木香 (31),official indication phrase only; formula association is inferred-parent level
消化,腹瀉,296,30,56,下痢 (56) | 腹瀉 (41) | 腹痛泄瀉 (41) | 泄瀉 (39) | 嘔吐泄瀉 (23) | 嘔吐瀉痢 (12) | 瀉痢 (7) | 五更泄瀉 (5) | 水瀉性下痢 (5) | 泄瀉不止 (4) | 慢性腹瀉 (4) | 二便不通或瀉泄下痢 (4),茯苓 (122) | 白朮 (108) | 炙甘草 (91) | 陳皮 (90) | 半夏 (72) | 生薑 (70) | 大棗 (64) | 人參 (61) | 豬苓 (58) | 澤瀉 (58) | 甘草 (47) | 厚朴 (46) | 桂枝 (37) | 蒼朮 (37) | 黃芩 (35) | 黃連 (33) | 肉桂 (32) | 山楂 (32) | 神麴 (32) | 連翹 (30),official indication phrase only; formula association is inferred-parent level
婦科,白帶,295,20,24,白帶 (117) | 赤白帶下 (94) | 崩漏帶下 (23) | 濕熱帶下 (14) | 帶下 (12) | 婦女白帶 (7) | 白帶下 (5) | 婦女帶下 (4) | 帶下赤白 (2) | 赤白帶 (2) | 血崩帶下 (2) | 黃白帶下 (1),當歸 (222) | 白芍 (197) | 川芎 (194) | 熟地黃 (125) | 陳皮 (81) | 茯苓 (61) | 白朮 (55) | 柴胡 (53) | 人參 (49) | 甘草 (37) | 生地黃 (34) | 木通 (31) | 土茯苓 (29) | 金銀花 (29) | 大黃 (29) | 山藥 (29) | 黃芩 (28) | 車前子 (28) | 香附 (26) | 杜仲 (26),official indication phrase only; formula association is inferred-parent level
泌尿／腎,夜尿／頻尿,290,16,15,"小便頻數 (175) | 夜尿 (93) | 或小便頻數 (5) | 夜尿症 (4) | 夜尿自汗 (2) | 膏淋白濁,小便頻數 (2) | 胃腸燥熱,大便秘結,小便頻數 (1) | 小兒夜尿症 (1) | 小孩夜尿症 (1) | 濕熱下注之小便頻數 (1) | 小便頻繁 (1) | 小便頻數或遺尿 (1)",茯苓 (247) | 人參 (120) | 熟地黃 (97) | 牡丹皮 (95) | 澤瀉 (95) | 山茱萸 (95) | 山藥 (95) | 炮附子 (94) | 肉桂 (94) | 當歸 (86) | 龍骨 (84) | 桑螵蛸 (83) | 遠志 (83) | 菖蒲 (83) | 龜板 (83) | 甘草 (38) | 栝樓根 (36) | 葛根 (36) | 麥門冬 (36) | 烏梅 (36),official indication phrase only; formula association is inferred-parent level
睡眠／精神,失眠,276,18,20,心悸失眠 (99) | 失眠 (93) | 失眠多夢 (37) | 失眠多汗 (12) | 驚悸失眠 (10) | 憂鬱失眠 (7) | 失眠症 (3) | 驚悸不寐 (3) | 健怠失眠 (1) | 失眠耳鳴 (1) | 貧血失眠 (1) | 健腦失眠 (1),當歸 (159) | 茯苓 (77) | 人參 (74) | 生地黃 (74) | 川芎 (72) | 遠志 (66) | 黃連 (51) | 炙甘草 (49) | 甘草 (49) | 生薑 (48) | 大棗 (48) | 桔梗 (47) | 牡丹皮 (43) | 升麻 (42) | 酸棗仁 (39) | 柴胡 (32) | 桃仁 (31) | 紅花 (31) | 枳殼 (31) | 赤芍 (31),official indication phrase only; formula association is inferred-parent level
呼吸／感冒,氣喘／喘促,249,26,24,"咳嗽氣喘 (108) | 氣喘 (44) | 痰咳喘急 (20) | 上氣喘急 (17) | 支氣管氣喘 (15) | 哮喘 (11) | 甚則氣喘 (10) | 小兒氣喘 (9) | 水腫喘急 (4) | 虛寒性氣喘 (3) | 肺熱咳嗽,甚則氣喘,皮膚蒸熱,日晡尤甚 (3) | 咳嗽喘急 (2)",炙甘草 (152) | 麻黃 (125) | 白芍 (113) | 杏仁 (76) | 半夏 (74) | 甘草 (73) | 麥門冬 (70) | 當歸 (63) | 石膏 (62) | 桂枝 (62) | 生地黃 (61) | 熟地黃 (61) | 生薑 (48) | 五味子 (48) | 乾薑 (47) | 細辛 (47) | 桔梗 (42) | 百合 (39) | 貝母 (39) | 玄參 (39),official indication phrase only; formula association is inferred-parent level
